PADREMDA0_250407074536.DAT;file0.dat;2025-04-07 07:45:36;5243250
PADREMDA0_250407090325.DAT;file1.dat;2025-04-07 09:03:25;5243662
PADREMDA2_250407074546.DAT;file2.dat;2025-04-07 07:45:46;5250024
PADREMDA2_250407082056.DAT;file3.dat;2025-04-07 08:20:56;5250024
PADRESP12_250407075341.DAT;file4.dat;2025-04-07 07:53:41;5245826
PADREMDA2_250407074546.IDX;file5.idx;2025-04-07 07:45:46;3425
PADREMDA2_250407085636.DAT;file6.dat;2025-04-07 08:56:36;5250024
PADREMDA2_250407082056.IDX;file7.idx;2025-04-07 08:20:56;3425
PADREMDA2_250407093406.DAT;file8.dat;2025-04-07 09:34:06;5250024
PADREMDA0_250407074536.IDX;file9.idx;2025-04-07 07:45:36;181761
PADREMDA0_250407091334.DAT;file10.dat;2025-04-07 09:13:34;5243064
PADREMDA0_250407090325.IDX;file11.idx;2025-04-07 09:03:25;71969
PADREMDA0_250407092035.DAT;file12.dat;2025-04-07 09:20:35;5243064
PADREMDA0_250407091334.IDX;file13.idx;2025-04-07 09:13:34;71953
PADREMDA0_250407092725.DAT;file14.dat;2025-04-07 09:27:25;5244014
PADREMDA0_250407092035.IDX;file15.idx;2025-04-07 09:20:35;71953
PADREMDA0_250407093412.DAT;file16.dat;2025-04-07 09:34:12;5243032
PADREMDA2_250407085636.IDX;file17.idx;2025-04-07 08:56:36;3425
PADREMDA0_250407092725.IDX;file18.idx;2025-04-07 09:27:25;71969
PADREMDA0_250407094111.DAT;file19.dat;2025-04-07 09:41:11;5242928
PADREMDA0_250407093412.IDX;file20.idx;2025-04-07 09:34:12;71953
PADREMDA0_250407094815.DAT;file21.dat;2025-04-07 09:48:15;5243920
PADREMDA0_250407094111.IDX;file22.idx;2025-04-07 09:41:11;71953
PADREMDA0_250407095503.DAT;file23.dat;2025-04-07 09:55:03;5243266
PADREMDA0_250407094815.IDX;file24.idx;2025-04-07 09:48:15;71953
PADREMDA0_250407095503.IDX;file25.idx;2025-04-07 09:55:03;71937
PADREMDA2_250407093406.IDX;file26.idx;2025-04-07 09:34:06;3425
PADRESP12_250407075341.IDX;file27.idx;2025-04-07 07:53:41;15153
